Company,Type,Plan,Age,Rate
Assured Life Association,AA,B,71,203.76
Assured Life Association,AA,B,72,209.1
Assured Life Association,AA,B,73,213.99
Assured Life Association,AA,B,74,218.48
Assured Life Association,AA,B,75,222.46
Assured Life Association,AA,B,76,226.37
Assured Life Association,AA,B,77,230.05
Assured Life Association,AA,B,78,233.47
Assured Life Association,AA,B,79,236.78
Assured Life Association,AA,B,80,240.09
Assured Life Association,AA,B,81,243.28
Assured Life Association,AA,B,82,246.34
Assured Life Association,AA,B,83,249.13
Assured Life Association,AA,B,84,251.9
Assured Life Association,AA,B,85,254.53
Assured Life Association,AA,B,86,257.13
Assured Life Association,AA,B,87,259.81
Assured Life Association,AA,B,88,262.42
Assured Life Association,AA,B,89,265.1
Assured Life Association,AA,B,90,267.86
Assured Life Association,AA,B,91,270.64
Assured Life Association,AA,B,92,273.55
Assured Life Association,AA,B,93,276.49
Assured Life Association,AA,B,94,279.58
Assured Life Association,AA,B,95,282.67
Assured Life Association,AA,B,96,285.66
Assured Life Association,AA,B,97,288.51
Assured Life Association,AA,B,98,291.33
Assured Life Association,AA,B,99+,294.25
Assured Life Association,AA,C,> 65,636.33
Assured Life Association,AA,C,65,212.83
Assured Life Association,AA,C,66,212.83
Assured Life Association,AA,C,67,221.95
Assured Life Association,AA,C,68,229.28
Assured Life Association,AA,C,69,236.85
Assured Life Association,AA,C,70,244.21
Assured Life Association,AA,C,71,251.33
Assured Life Association,AA,C,72,258.18
Assured Life Association,AA,C,73,264.48
Assured Life Association,AA,C,74,270.34
Assured Life Association,AA,C,75,275.6
Assured Life Association,AA,C,76,280.76
Assured Life Association,AA,C,77,285.68
Assured Life Association,AA,C,78,290.31
Assured Life Association,AA,C,79,294.83
Assured Life Association,AA,C,80,299.38
Assured Life Association,AA,C,81,303.79
Assured Life Association,AA,C,82,308.07
Assured Life Association,AA,C,83,312.05
Assured Life Association,AA,C,84,316.01
Assured Life Association,AA,C,85,319.83
Assured Life Association,AA,C,86,323.71
Assured Life Association,AA,C,87,327.64
Assured Life Association,AA,C,88,331.52
Assured Life Association,AA,C,89,335.4
Assured Life Association,AA,C,90,339.46
Assured Life Association,AA,C,91,343.6
Assured Life Association,AA,C,92,347.86
Assured Life Association,AA,C,93,352.25
Assured Life Association,AA,C,94,356.88
Assured Life Association,AA,C,95,361.51
Assured Life Association,AA,C,96,366.11
Assured Life Association,AA,C,97,370.54
Assured Life Association,AA,C,98,374.99
Assured Life Association,AA,C,99+,379.63
Assured Life Association,AA,D,> 65,490.9
Assured Life Association,AA,D,65,163.9
Assured Life Association,AA,D,66,163.9
Assured Life Association,AA,D,67,170.9
Assured Life Association,AA,D,68,176.53
Assured Life Association,AA,D,69,182.42
Assured Life Association,AA,D,70,188.15
Assured Life Association,AA,D,71,193.68
Assured Life Association,AA,D,72,199.02
Assured Life Association,AA,D,73,203.96
Assured Life Association,AA,D,74,208.56
Assured Life Association,AA,D,75,212.71
Assured Life Association,AA,D,76,216.8
Assured Life Association,AA,D,77,220.71
Assured Life Association,AA,D,78,224.4
Assured Life Association,AA,D,79,228.01
Assured Life Association,AA,D,80,231.59
Assured Life Association,AA,D,81,235.13
Assured Life Association,AA,D,82,238.55
Assured Life Association,AA,D,83,241.78
Assured Life Association,AA,D,84,244.96
Assured Life Association,AA,D,85,248.05
Assured Life Association,AA,D,86,251.17
Assured Life Association,AA,D,87,254.39
Assured Life Association,AA,D,88,257.53
Assured Life Association,AA,D,89,260.77
Assured Life Association,AA,D,90,264.12
Assured Life Association,AA,D,91,267.56
Assured Life Association,AA,D,92,271.13
Assured Life Association,AA,D,93,274.75
Assured Life Association,AA,D,94,278.59
Assured Life Association,AA,D,95,282.42
Assured Life Association,AA,D,96,286.28
Assured Life Association,AA,D,97,289.95
Assured Life Association,AA,D,98,293.7
Assured Life Association,AA,D,99+,297.55
Assured Life Association,AA,F,> 65,651.57
Assured Life Association,AA,F,65,217.94
Assured Life Association,AA,F,66,217.94
Assured Life Association,AA,F,67,227.32
Assured Life Association,AA,F,68,234.8
Assured Life Association,AA,F,69,242.56
Assured Life Association,AA,F,70,250.12
Assured Life Association,AA,F,71,257.39
Assured Life Association,AA,F,72,264.41
Assured Life Association,AA,F,73,270.81
Assured Life Association,AA,F,74,276.81
Assured Life Association,AA,F,75,282.22
Assured Life Association,AA,F,76,287.52
Assured Life Association,AA,F,77,292.53
Assured Life Association,AA,F,78,297.3
Assured Life Association,AA,F,79,301.87
Assured Life Association,AA,F,80,306.53
Assured Life Association,AA,F,81,311.04
Assured Life Association,AA,F,82,315.41
Assured Life Association,AA,F,83,319.52
Assured Life Association,AA,F,84,323.54
Assured Life Association,AA,F,85,327.45
Assured Life Association,AA,F,86,331.36
Assured Life Association,AA,F,87,335.44
Assured Life Association,AA,F,88,339.39
Assured Life Association,AA,F,89,343.36
Assured Life Association,AA,F,90,347.52
Assured Life Association,AA,F,91,351.7
Assured Life Association,AA,F,92,356.07
Assured Life Association,AA,F,93,360.56
Assured Life Association,AA,F,94,365.31
Assured Life Association,AA,F,95,370.05
Assured Life Association,AA,F,96,374.75
Assured Life Association,AA,F,97,379.26
Assured Life Association,AA,F,98,383.83
Assured Life Association,AA,F,99+,388.56
Assured Life Association,NA,F HD,> 65,NA
Assured Life Association,NA,F HD,65,NA
Assured Life Association,NA,F HD,66,NA
Assured Life Association,NA,F HD,67,NA
Assured Life Association,NA,F HD,68,NA
Assured Life Association,NA,F HD,69,NA
Assured Life Association,NA,F HD,70,NA
Assured Life Association,NA,F HD,71,NA
Assured Life Association,NA,F HD,72,NA
Assured Life Association,NA,F HD,73,NA
Assured Life Association,NA,F HD,74,NA
Assured Life Association,NA,F HD,75,NA
Assured Life Association,NA,F HD,76,NA
Assured Life Association,NA,F HD,77,NA
Assured Life Association,NA,F HD,78,NA
Assured Life Association,NA,F HD,79,NA
Assured Life Association,NA,F HD,80,NA
Assured Life Association,NA,F HD,81,NA
Assured Life Association,NA,F HD,82,NA
Assured Life Association,NA,F HD,83,NA
Assured Life Association,NA,F HD,84,NA
Assured Life Association,NA,F HD,85,NA
Assured Life Association,NA,F HD,86,NA
Assured Life Association,NA,F HD,87,NA
Assured Life Association,NA,F HD,88,NA
Assured Life Association,NA,F HD,89,NA
Assured Life Association,NA,F HD,90,NA
Assured Life Association,NA,F HD,91,NA
Assured Life Association,NA,F HD,92,NA
Assured Life Association,NA,F HD,93,NA
Assured Life Association,NA,F HD,94,NA
Assured Life Association,NA,F HD,95,NA
Assured Life Association,NA,F HD,96,NA
Assured Life Association,NA,F HD,97,NA
Assured Life Association,NA,F HD,98,NA
Assured Life Association,NA,F HD,99+,NA
Assured Life Association,AA,G,> 65,483.57
Assured Life Association,AA,G,65,161.47
Assured Life Association,AA,G,66,161.47
Assured Life Association,AA,G,67,168.37
Assured Life Association,AA,G,68,173.9
Assured Life Association,AA,G,69,179.73
Assured Life Association,AA,G,70,185.33
Assured Life Association,AA,G,71,190.82
Assured Life Association,AA,G,72,196.05
Assured Life Association,AA,G,73,200.92
Assured Life Association,AA,G,74,205.45
Assured Life Association,AA,G,75,209.56
Assured Life Association,AA,G,76,213.59
Assured Life Association,AA,G,77,217.41
Assured Life Association,AA,G,78,221.04
Assured Life Association,AA,G,79,224.6
Assured Life Association,AA,G,80,228.11
Assured Life Association,AA,G,81,231.56
Assured Life Association,AA,G,82,234.97
Assured Life Association,AA,G,83,238.15
Assured Life Association,AA,G,84,241.26
Assured Life Association,AA,G,85,244.3
Assured Life Association,AA,G,86,247.36
Assured Life Association,AA,G,87,250.51
Assured Life Association,AA,G,88,253.6
Assured Life Association,AA,G,89,256.78
Assured Life Association,AA,G,90,260.1
Assured Life Association,AA,G,91,263.47
Assured Life Association,AA,G,92,266.95
Assured Life Association,AA,G,93,270.53
Assured Life Association,AA,G,94,274.33
Assured Life Association,AA,G,95,278.1
Assured Life Association,AA,G,96,281.87
Assured Life Association,AA,G,97,285.47
Assured Life Association,AA,G,98,289.13
Assured Life Association,AA,G,99+,292.94
Assured Life Association,NA,G HD,> 65,NA
Assured Life Association,NA,G HD,65,NA
Assured Life Association,NA,G HD,66,NA
Assured Life Association,NA,G HD,67,NA
Assured Life Association,NA,G HD,68,NA
Assured Life Association,NA,G HD,69,NA
Assured Life Association,NA,G HD,70,NA
Assured Life Association,NA,G HD,71,NA
Assured Life Association,NA,G HD,72,NA
Assured Life Association,NA,G HD,73,NA
Assured Life Association,NA,G HD,74,NA
Assured Life Association,NA,G HD,75,NA
Assured Life Association,NA,G HD,76,NA
Assured Life Association,NA,G HD,77,NA
Assured Life Association,NA,G HD,78,NA
Assured Life Association,NA,G HD,79,NA
Assured Life Association,NA,G HD,80,NA
Assured Life Association,NA,G HD,81,NA
Assured Life Association,NA,G HD,82,NA
Assured Life Association,NA,G HD,83,NA
Assured Life Association,NA,G HD,84,NA
Assured Life Association,NA,G HD,85,NA
Assured Life Association,NA,G HD,86,NA
Assured Life Association,NA,G HD,87,NA
Assured Life Association,NA,G HD,88,NA
Assured Life Association,NA,G HD,89,NA
Assured Life Association,NA,G HD,90,NA
Assured Life Association,NA,G HD,91,NA
Assured Life Association,NA,G HD,92,NA
Assured Life Association,NA,G HD,93,NA
Assured Life Association,NA,G HD,94,NA
Assured Life Association,NA,G HD,95,NA
Assured Life Association,NA,G HD,96,NA
Assured Life Association,NA,G HD,97,NA
Assured Life Association,NA,G HD,98,NA
Assured Life Association,NA,G HD,99+,NA
Assured Life Association,NA,K,> 65,NA
Assured Life Association,NA,K,65,NA
Assured Life Association,NA,K,66,NA
Assured Life Association,NA,K,67,NA
Assured Life Association,NA,K,68,NA
Assured Life Association,NA,K,69,NA
Assured Life Association,NA,K,70,NA
Assured Life Association,NA,K,71,NA
Assured Life Association,NA,K,72,NA
Assured Life Association,NA,K,73,NA
Assured Life Association,NA,K,74,NA
Assured Life Association,NA,K,75,NA
Assured Life Association,NA,K,76,NA
Assured Life Association,NA,K,77,NA
Assured Life Association,NA,K,78,NA
Assured Life Association,NA,K,79,NA
Assured Life Association,NA,K,80,NA
Assured Life Association,NA,K,81,NA
Assured Life Association,NA,K,82,NA
Assured Life Association,NA,K,83,NA
Assured Life Association,NA,K,84,NA
Assured Life Association,NA,K,85,NA
Assured Life Association,NA,K,86,NA
Assured Life Association,NA,K,87,NA
Assured Life Association,NA,K,88,NA
Assured Life Association,NA,K,89,NA
Assured Life Association,NA,K,90,NA
Assured Life Association,NA,K,91,NA
Assured Life Association,NA,K,92,NA
Assured Life Association,NA,K,93,NA
Assured Life Association,NA,K,94,NA
Assured Life Association,NA,K,95,NA
Assured Life Association,NA,K,96,NA
Assured Life Association,NA,K,97,NA
Assured Life Association,NA,K,98,NA
Assured Life Association,NA,K,99+,NA
Assured Life Association,NA,L,> 65,NA
Assured Life Association,NA,L,65,NA
Assured Life Association,NA,L,66,NA
Assured Life Association,NA,L,67,NA
Assured Life Association,NA,L,68,NA
Assured Life Association,NA,L,69,NA
Assured Life Association,NA,L,70,NA
Assured Life Association,NA,L,71,NA
Assured Life Association,NA,L,72,NA
Assured Life Association,NA,L,73,NA
Assured Life Association,NA,L,74,NA
Assured Life Association,NA,L,75,NA
Assured Life Association,NA,L,76,NA
Assured Life Association,NA,L,77,NA
Assured Life Association,NA,L,78,NA
Assured Life Association,NA,L,79,NA
Assured Life Association,NA,L,80,NA
Assured Life Association,NA,L,81,NA
Assured Life Association,NA,L,82,NA
Assured Life Association,NA,L,83,NA
Assured Life Association,NA,L,84,NA
Assured Life Association,NA,L,85,NA
Assured Life Association,NA,L,86,NA
Assured Life Association,NA,L,87,NA
Assured Life Association,NA,L,88,NA
Assured Life Association,NA,L,89,NA
Assured Life Association,NA,L,90,NA
Assured Life Association,NA,L,91,NA
Assured Life Association,NA,L,92,NA
Assured Life Association,NA,L,93,NA
Assured Life Association,NA,L,94,NA
Assured Life Association,NA,L,95,NA
Assured Life Association,NA,L,96,NA
Assured Life Association,NA,L,97,NA
Assured Life Association,NA,L,98,NA
Assured Life Association,NA,L,99+,NA
Assured Life Association,NA,M,> 65,NA
Assured Life Association,NA,M,65,NA
Assured Life Association,NA,M,66,NA
Assured Life Association,NA,M,67,NA
Assured Life Association,NA,M,68,NA
Assured Life Association,NA,M,69,NA
Assured Life Association,NA,M,70,NA
Assured Life Association,NA,M,71,NA
Assured Life Association,NA,M,72,NA
Assured Life Association,NA,M,73,NA
Assured Life Association,NA,M,74,NA
Assured Life Association,NA,M,75,NA
Assured Life Association,NA,M,76,NA
Assured Life Association,NA,M,77,NA
Assured Life Association,NA,M,78,NA
Assured Life Association,NA,M,79,NA
Assured Life Association,NA,M,80,NA
Assured Life Association,NA,M,81,NA
Assured Life Association,NA,M,82,NA
Assured Life Association,NA,M,83,NA
Assured Life Association,NA,M,84,NA
Assured Life Association,NA,M,85,NA
Assured Life Association,NA,M,86,NA
Assured Life Association,NA,M,87,NA
Assured Life Association,NA,M,88,NA
Assured Life Association,NA,M,89,NA
Assured Life Association,NA,M,90,NA
Assured Life Association,NA,M,91,NA
Assured Life Association,NA,M,92,NA
Assured Life Association,NA,M,93,NA
Assured Life Association,NA,M,94,NA
Assured Life Association,NA,M,95,NA
Assured Life Association,NA,M,96,NA
Assured Life Association,NA,M,97,NA
Assured Life Association,NA,M,98,NA
Assured Life Association,NA,M,99+,NA
Assured Life Association,AA,N,> 65,300.71
Assured Life Association,AA,N,65,97.1
Assured Life Association,AA,N,66,97.1
Assured Life Association,AA,N,67,97.1
Assured Life Association,AA,N,68,100.29
Assured Life Association,AA,N,69,103.66
Assured Life Association,AA,N,70,107.84
Assured Life Association,AA,N,71,112.22
Assured Life Association,AA,N,72,116.61
Assured Life Association,AA,N,73,120.9
Assured Life Association,AA,N,74,124.57
Assured Life Association,AA,N,75,127.32
Assured Life Association,AA,N,76,129.89
Assured Life Association,AA,N,77,132.54
Assured Life Association,AA,N,78,135.19
Assured Life Association,AA,N,79,137.83
